1,1.1,图文问诊,298.00,48小时,0.10
2,1,电话问诊,398.0,15分钟,26.53
3,1,门诊加号,0.0,,
4,1,私人医生,2000.0,1个月,0.05
5,2,图文问诊,42.0,48小时,0.01
6,3,图文问诊,199.0,48小时,0.07
7,3,电话问诊,166.0,15分钟,11.07
8,3,门诊加号,0.0,,
9,3,视频问诊,210.0,15分钟,14.0
10,4,图文问诊,79.0,48小时,0.03
11,4,电话问诊,65.0,10分钟,6.5
12,4,门诊加号,0.0,,
13,4,私人医生,690.0,1个月,0.02
14,5,图文问诊,49.0,48小时,0.02
15,5,电话问诊,100.0,15分钟,6.67
16,5,视频问诊,200.0,15分钟,13.33
17,5,私人医生,500.0,7天,0.05
18,6,图文问诊,200.0,48小时,0.07
19,7,图文问诊,189.0,48小时,0.07
20,7,电话问诊,179.0,15分钟,11.93
21,7,私人医生,689.0,1个月,0.02
22,8,图文问诊,99.0,48小时,0.03
23,8,电话问诊,100.0,1015分钟,0.1
24,8,视频问诊,150.0,1510分钟,0.1
25,8,私人医生,1000.0,1个月,0.02
26,9,图文问诊,158.0,48小时,0.05
27,9,电话问诊,240.0,10分钟,24.0
28,10,图文问诊,90.0,48小时,0.03
29,10,电话问诊,99.0,15分钟,6.6
30,10,门诊加号,0.0,,
31,10,私人医生,500.0,1个月,0.01
32,11,图文问诊,180.0,48小时,0.06
33,12,图文问诊,68.0,48小时,0.02
34,12,电话问诊,98.0,10分钟,9.8
35,13,图文问诊,200.0,48小时,0.07
36,13,电话问诊,200.0,15分钟,13.33
37,13,视频问诊,229.0,15分钟,15.27
38,14,图文问诊,128.0,48小时,0.04
39,14,电话问诊,200.0,15分钟,13.33
40,14,门诊加号,0.0,,
41,14,视频问诊,500.0,15分钟,33.33
42,14,私人医生,600.0,1个月,0.01
43,15,图文问诊,100.0,48小时,0.03
44,16,图文问诊,68.0,48小时,0.02
45,17,图文问诊,99.0,48小时,0.03
46,17,电话问诊,100.0,1510分钟,0.07
47,17,视频问诊,200.0,15分钟,13.33
48,17,私人医生,600.0,1个月,0.01
49,18,电话问诊,45.0,10分钟,4.5
50,18,门诊加号,0.0,,
51,19,图文问诊,128.0,48小时,0.04
52,19,电话问诊,128.0,15分钟,8.53
53,19,视频问诊,158.0,15分钟,10.53
54,19,私人医生,309.0,1个月,0.01
55,20,图文问诊,30.0,48小时,0.01
56,20,电话问诊,30.0,10分钟,3.0
57,21,图文问诊,30.0,48小时,0.01
58,21,电话问诊,70.0,10分钟,7.0
59,21,视频问诊,75.0,15分钟,5.0
60,21,私人医生,1000.0,1个月,0.02
61,22,图文问诊,109.0,48小时,0.04
62,22,电话问诊,109.0,10分钟,10.9
63,22,私人医生,699.0,1个月,0.02
64,23,图文问诊,75.0,48小时,0.03
65,24,图文问诊,90.0,48小时,0.03
66,24,电话问诊,119.0,15分钟,7.93
67,24,视频问诊,119.0,15分钟,7.93
68,25,图文问诊,50.0,48小时,0.02
69,26,图文问诊,150.0,48小时,0.05
70,26,私人医生,300.0,1个月,0.01
71,27,图文问诊,129.0,48小时,0.04
72,27,电话问诊,200.0,15分钟,13.33
73,27,视频问诊,300.0,15分钟,20.0
74,28,图文问诊,45.0,48小时,0.02
75,28,电话问诊,45.0,10分钟,4.5
76,29,图文问诊,35.0,48小时,0.01
77,29,电话问诊,50.0,10分钟,5.0
78,30,图文问诊,90.0,48小时,0.03
79,31,图文问诊,199.0,48小时,0.07
80,31,电话问诊,199.0,10分钟,19.9
81,31,视频问诊,199.0,10分钟,19.9
82,32,图文问诊,300.0,48小时,0.1
83,32,私人医生,1000.0,1个月,0.02
84,33,图文问诊,99.0,48小时,0.03
85,33,电话问诊,139.0,10分钟,13.9
86,33,视频问诊,199.0,10分钟,19.9
87,34,图文问诊,79.0,48小时,0.03
88,34,电话问诊,90.0,10分钟,9.0
89,34,视频问诊,150.0,15分钟,10.0
90,34,私人医生,399.0,30天,0.01
91,35,图文问诊,48.0,48小时,0.02
92,35,电话问诊,70.0,10分钟,7.0
93,36,图文问诊,149.0,48小时,0.05
94,36,电话问诊,99.0,155分钟,0.64
95,36,视频问诊,169.0,15分钟,11.27
96,37,图文问诊,55.0,48小时,0.02
97,37,私人医生,500.0,1个月,0.01
98,38,图文问诊,99.0,48小时,0.03
99,38,电话问诊,99.0,10分钟,9.9
100,39,图文问诊,79.0,48小时,0.03
101,39,电话问诊,79.0,10分钟,7.9
102,39,门诊加号,0.0,,
103,40,图文问诊,59.0,48小时,0.02
104,41,图文问诊,50.0,48小时,0.02
105,42,图文问诊,59.0,48小时,0.02
106,43,图文问诊,380.0,48小时,0.13
107,43,电话问诊,300.0,15分钟,20.0
108,43,门诊加号,0.0,,
109,43,视频问诊,300.0,15分钟,20.0
110,43,私人医生,2000.0,1个月,0.05
111,44,图文问诊,60.0,48小时,0.02
112,44,电话问诊,70.0,1015分钟,0.07
113,45,图文问诊,40.0,48小时,0.01
114,46,图文问诊,323.0,48小时,0.11
115,46,电话问诊,318.0,10分钟,31.8
116,46,门诊加号,0.0,,
117,47,图文问诊,180.0,48小时,0.06
118,47,电话问诊,180.0,10分钟,18.0
119,48,图文问诊,30.0,48小时,0.01
120,49,图文问诊,80.0,48小时,0.03
121,50,图文问诊,300.0,48小时,0.1
122,51,图文问诊,800.0,48小时,0.28
123,52,图文问诊,99.0,48小时,0.03
124,53,图文问诊,258.0,48小时,0.09
125,53,电话问诊,258.0,15分钟,17.2
126,53,视频问诊,288.0,15分钟,19.2
127,53,私人医生,5000.0,1个月,0.12
128,54,图文问诊,30.0,48小时,0.01
129,54,电话问诊,30.0,10分钟,3.0
130,55,图文问诊,118.0,48小时,0.04
131,55,电话问诊,150.0,15分钟,10.0
132,55,视频问诊,200.0,15分钟,13.33
133,55,私人医生,599.0,30天,0.01
134,56,图文问诊,30.0,48小时,0.01
135,57,图文问诊,298.0,48小时,0.1
136,57,电话问诊,298.0,15分钟,19.87
137,57,门诊加号,0.0,,
138,57,视频问诊,298.0,15分钟,19.87
139,58,图文问诊,30.0,48小时,0.01
140,59,图文问诊,79.0,48小时,0.03
141,59,电话问诊,79.0,10分钟,7.9
142,60,图文问诊,59.0,48小时,0.02
143,60,电话问诊,30.0,10分钟,3.0
144,61,图文问诊,296.0,48小时,0.1
145,61,视频问诊,399.0,15分钟,26.6
146,61,私人医生,2000.0,1个月,0.05
147,62,图文问诊,50.0,48小时,0.02
148,63,图文问诊,44.0,48小时,0.02
149,64,图文问诊,300.0,48小时,0.1
150,65,图文问诊,300.0,48小时,0.1
151,66,图文问诊,90.0,48小时,0.03
152,66,电话问诊,79.0,10分钟,7.9
153,67,图文问诊,100.0,48小时,0.03
154,67,电话问诊,100.0,1020分钟,0.1
155,67,专家团队,300.0,,
156,68,图文问诊,79.0,48小时,0.03
157,68,电话问诊,79.0,10分钟,7.9
158,69,图文问诊,79.0,48小时,0.03
159,69,电话问诊,79.0,10分钟,7.9
160,69,门诊加号,0.0,,
161,70,图文问诊,30.0,48小时,0.01
162,70,电话问诊,30.0,10分钟,3.0
163,71,图文问诊,100.0,48小时,0.03
164,72,图文问诊,122.0,48小时,0.04
165,72,电话问诊,260.0,10分钟,26.0
166,72,门诊加号,0.0,,
167,73,图文问诊,50.0,48小时,0.02
168,73,电话问诊,70.0,10分钟,7.0
169,74,图文问诊,30.0,48小时,0.01
170,74,电话问诊,58.0,10分钟,5.8
171,75,图文问诊,30.0,48小时,0.01
172,76,图文问诊,375.0,48小时,0.13
173,76,电话问诊,250.0,10分钟,25.0
174,77,图文问诊,124.0,48小时,0.04
175,77,电话问诊,124.0,10分钟,12.4
176,78,图文问诊,158.0,48小时,0.05
177,79,图文问诊,60.0,48小时,0.02
178,79,电话问诊,150.0,15分钟,10.0
179,79,私人医生,6000.0,180天,0.02
180,80,图文问诊,100.0,48小时,0.03
181,80,电话问诊,100.0,10分钟,10.0
182,81,图文问诊,79.0,48小时,0.03
183,81,电话问诊,99.0,10分钟,9.9
184,82,图文问诊,30.0,48小时,0.01
185,83,图文问诊,60.0,48小时,0.02
186,83,电话问诊,60.0,10分钟,6.0
187,84,图文问诊,65.0,48小时,0.02
188,85,图文问诊,50.0,48小时,0.02
189,86,图文问诊,90.0,48小时,0.03
190,86,电话问诊,150.0,10分钟,15.0
191,87,图文问诊,30.0,48小时,0.01
192,88,图文问诊,44.0,48小时,0.02
193,89,图文问诊,99.0,48小时,0.03
194,90,图文问诊,199.0,48小时,0.07
195,90,电话问诊,199.0,15分钟,13.27
196,91,图文问诊,49.0,48小时,0.02
197,92,图文问诊,279.0,48小时,0.1
198,92,电话问诊,379.0,10分钟,37.9
199,92,视频问诊,479.0,15分钟,31.93
200,93,图文问诊,60.0,48小时,0.02
201,93,电话问诊,200.0,10分钟,20.0
202,94,图文问诊,150.0,48小时,0.05
203,95,图文问诊,30.0,48小时,0.01
204,95,电话问诊,30.0,10分钟,3.0
205,96,图文问诊,150.0,48小时,0.05
206,96,电话问诊,150.0,10分钟,15.0
207,97,图文问诊,40.0,48小时,0.01
208,98,图文问诊,79.0,48小时,0.03
209,98,电话问诊,79.0,10分钟,7.9
210,99,图文问诊,128.0,48小时,0.04
211,99,电话问诊,128.0,15分钟,8.53
212,99,视频问诊,128.0,15分钟,8.53
213,99,私人医生,198.0,1个月,0.0
214,100,图文问诊,99.0,48小时,0.03
215,101,图文问诊,49.0,48小时,0.02
216,101,电话问诊,49.0,10分钟,4.9
217,102,图文问诊,30.0,48小时,0.01
218,102,电话问诊,40.0,10分钟,4.0
219,103,图文问诊,79.0,48小时,0.03
220,103,电话问诊,128.0,15分钟,8.53
221,103,私人医生,2000.0,1个月,0.05
222,104,图文问诊,35.0,48小时,0.01
223,105,图文问诊,40.0,48小时,0.01
224,106,图文问诊,48.0,48小时,0.02
225,106,电话问诊,78.0,15分钟,5.2
226,106,门诊加号,0.0,,
227,106,视频问诊,168.0,15分钟,11.2
228,107,图文问诊,60.0,48小时,0.02
229,107,电话问诊,80.0,10分钟,8.0
230,108,私人医生,1000.0,1个月,0.02
231,109,图文问诊,69.0,48小时,0.02
232,109,电话问诊,99.0,10分钟,9.9
233,109,门诊加号,0.0,,
234,110,,,,
235,111,图文问诊,49.0,48小时,0.02
236,111,电话问诊,59.0,15分钟,3.93
237,111,视频问诊,69.0,15分钟,4.6
238,111,私人医生,200.0,1个月,0.0
239,112,电话问诊,79.0,10分钟,7.9
240,113,视频问诊,300.0,15分钟,20.0
241,113,私人医生,520.0,100天,0.0
242,114,私人医生,299.0,1个月,0.01
243,115,私人医生,800.0,1个月,0.02
244,116,电话问诊,65.0,15分钟,4.33
245,116,门诊加号,0.0,,
246,116,私人医生,100.0,1个月,0.0
247,117,电话问诊,136.0,10分钟,13.6
248,118,电话问诊,180.0,15分钟,12.0
249,119,门诊加号,0.0,,
250,120,电话问诊,30.0,10分钟,3.0
251,121,电话问诊,30.0,10分钟,3.0
252,122,电话问诊,60.0,10分钟,6.0
253,123,电话问诊,30.0,10分钟,3.0
254,124,图文问诊,19.0,48小时,0.01
255,124,电话问诊,19.0,10分钟,1.9
256,125,电话问诊,30.0,10分钟,3.0
257,126,图文问诊,19.0,48小时,0.01
258,126,电话问诊,19.0,10分钟,1.9
259,127,视频问诊,66.0,10分钟,6.6
260,127,私人医生,200.0,1个月,0.0
261,128,图文问诊,19.0,48小时,0.01
262,128,电话问诊,19.0,10分钟,1.9
263,129,电话问诊,29.0,15分钟,1.93
264,129,私人医生,35.0,1个月,0.0
265,130,电话问诊,79.0,10分钟,7.9
266,130,门诊加号,0.0,,
267,131,图文问诊,19.0,48小时,0.01
268,131,电话问诊,30.0,10分钟,3.0
269,132,私人医生,60.0,1天,0.04
270,133,图文问诊,29.0,48小时,0.01
271,134,电话问诊,20.0,15分钟,1.33
272,134,视频问诊,150.0,15分钟,10.0
273,135,图文问诊,19.0,48小时,0.01
274,135,电话问诊,19.0,10分钟,1.9
275,136,图文问诊,50.0,48小时,0.02
276,136,电话问诊,50.0,15分钟,3.33
277,137,图文问诊,19.0,48小时,0.01
278,137,电话问诊,19.0,10分钟,1.9
279,138,,,,
280,139,,,,
281,140,,,,
282,141,,,,
283,142,,,,
284,143,,,,
285,144,,,,
286,145,,,,
287,146,,,,
288,147,,,,
289,148,,,,
290,149,,,,
291,150,,,,
292,151,,,,
293,152,,,,
294,153,,,,
295,154,,,,
296,155,,,,
297,156,,,,
298,157,,,,
299,158,,,,
300,159,,,,
301,160,,,,
302,161,,,,
303,162,,,,
304,163,,,,
305,164,,,,
306,165,,,,
307,166,,,,
308,167,,,,
309,168,,,,
310,169,,,,
311,170,,,,
312,171,,,,
313,172,,,,
314,173,,,,
315,174,,,,
316,175,,,,
317,176,,,,
318,177,,,,
319,178,,,,
320,179,,,,
321,180,,,,
322,181,,,,
323,182,,,,
324,183,,,,
325,184,,,,
326,185,,,,
327,186,,,,
328,187,,,,
329,188,,,,
330,189,,,,
331,190,,,,
332,191,,,,
333,192,,,,
334,193,,,,
335,194,,,,
336,195,,,,
337,196,,,,
338,197,,,,
339,198,,,,
340,199,,,,
341,200,,,,
342,201,,,,
343,202,,,,
344,203,图文问诊,42.0,48小时,0.01
345,203,电话问诊,119.0,15分钟,7.93
346,204,图文问诊,79.0,48小时,0.03
347,204,电话问诊,79.0,10分钟,7.9
348,205,图文问诊,100.0,48小时,0.03
349,206,图文问诊,58.0,48小时,0.02
350,207,图文问诊,20.0,48小时,0.01
351,207,门诊加号,0.0,,
352,207,视频问诊,39.0,15分钟,2.6
353,207,私人医生,35.0,1个月,0.0
354,208,图文问诊,50.0,48小时,0.02
355,208,电话问诊,75.0,1525分钟,0.05
356,208,私人医生,200.0,1个月,0.0
357,209,图文问诊,200.0,48小时,0.07
358,209,电话问诊,200.0,15分钟,13.33
359,209,门诊加号,-1.0,,
360,209,视频问诊,200.0,15分钟,13.33
361,209,私人医生,500.0,1个月,0.01
362,210,图文问诊,49.0,48小时,0.02
363,211,图文问诊,20.0,48小时,0.01
364,211,电话问诊,30.0,15分钟,2.0
365,211,视频问诊,75.0,15分钟,5.0
366,211,私人医生,60.0,1个月,0.0
367,212,图文问诊,35.0,48小时,0.01
368,212,私人医生,84.0,1个月,0.0
369,213,图文问诊,50.0,48小时,0.02
370,213,电话问诊,50.0,10分钟,5.0
371,214,图文问诊,59.0,48小时,0.02
372,214,电话问诊,99.0,15分钟,6.6
373,214,视频问诊,109.0,15分钟,7.27
374,214,私人医生,200.0,1个月,0.0
375,214,专家团队,200.0,,
376,215,图文问诊,35.0,48小时,0.01
377,215,电话问诊,35.0,10分钟,3.5
378,215,专家团队,200.0,,
379,216,图文问诊,12.0,48小时,0.0
380,216,私人医生,300.0,1个月,0.01
381,217,图文问诊,39.0,48小时,0.01
382,217,电话问诊,39.0,10分钟,3.9
383,217,视频问诊,129.0,10分钟,12.9
384,217,私人医生,95.0,1个月,0.0
385,218,私人医生,150.0,1个月,0.0
386,219,图文问诊,59.0,48小时,0.02
387,219,电话问诊,59.0,10分钟,5.9
388,220,图文问诊,200.0,48小时,0.07
389,220,电话问诊,200.0,10分钟,20.0
390,221,图文问诊,60.0,48小时,0.02
391,221,电话问诊,119.0,15分钟,7.93
392,222,图文问诊,68.0,48小时,0.02
393,222,电话问诊,119.0,15分钟,7.93
394,222,门诊加号,0.0,,
395,222,视频问诊,120.0,15分钟,8.0
396,222,私人医生,100.0,1个月,0.0
397,223,图文问诊,88.0,48小时,0.03
398,224,图文问诊,69.0,48小时,0.02
399,225,图文问诊,60.0,48小时,0.02
400,225,电话问诊,60.0,10分钟,6.0
401,226,图文问诊,99.0,48小时,0.03
402,226,电话问诊,99.0,15分钟,6.6
403,226,门诊加号,0.0,,
404,226,视频问诊,199.0,15分钟,13.27
405,227,图文问诊,35.0,48小时,0.01
406,227,电话问诊,35.0,10分钟,3.5
407,228,图文问诊,60.0,48小时,0.02
408,228,电话问诊,200.0,15分钟,13.33
409,229,图文问诊,35.0,48小时,0.01
410,230,图文问诊,70.0,48小时,0.02
411,230,电话问诊,150.0,15分钟,10.0
412,230,视频问诊,150.0,15分钟,10.0
413,231,图文问诊,75.0,48小时,0.03
414,231,电话问诊,150.0,10分钟,15.0
415,231,门诊加号,0.0,,
416,232,图文问诊,50.0,48小时,0.02
417,232,电话问诊,100.0,15分钟,6.67
418,232,门诊加号,0.0,,
419,232,视频问诊,150.0,15分钟,10.0
420,232,私人医生,85.0,1个月,0.0
421,233,图文问诊,99.0,48小时,0.03
422,234,图文问诊,50.0,48小时,0.02
423,234,电话问诊,50.0,15分钟,3.33
424,234,视频问诊,75.0,10分钟,7.5
425,234,私人医生,120.0,1个月,0.0
426,235,图文问诊,35.0,48小时,0.01
427,235,电话问诊,35.0,10分钟,3.5
428,235,视频问诊,119.0,15分钟,7.93
429,236,图文问诊,40.0,48小时,0.01
430,236,电话问诊,30.0,105分钟,0.29
431,236,私人医生,100.0,1个月,0.0
432,237,图文问诊,90.0,48小时,0.03
433,237,电话问诊,90.0,10分钟,9.0
434,238,图文问诊,35.0,48小时,0.01
435,238,电话问诊,35.0,10分钟,3.5
436,238,视频问诊,100.0,5分钟,20.0
437,238,私人医生,55.0,1个月,0.0
438,239,图文问诊,29.9,48小时,0.01
439,240,图文问诊,49.0,48小时,0.02
440,241,图文问诊,49.0,48小时,0.02
441,241,电话问诊,49.0,10分钟,4.9
442,242,图文问诊,49.0,48小时,0.02
443,242,电话问诊,49.0,10分钟,4.9
444,243,图文问诊,25.0,48小时,0.01
445,243,电话问诊,25.0,10分钟,2.5
446,244,图文问诊,79.0,48小时,0.03
447,244,电话问诊,45.0,1515分钟,0.03
448,245,图文问诊,49.0,48小时,0.02
449,246,图文问诊,49.0,48小时,0.02
450,246,电话问诊,49.0,10分钟,4.9
451,247,图文问诊,49.0,48小时,0.02
452,247,电话问诊,200.0,15分钟,13.33
453,248,图文问诊,49.0,48小时,0.02
454,248,电话问诊,49.0,15分钟,3.27
455,248,视频问诊,599.0,15分钟,39.93
456,248,私人医生,200.0,1个月,0.0
457,249,图文问诊,25.0,48小时,0.01
458,250,图文问诊,50.0,48小时,0.02
459,250,电话问诊,50.0,10分钟,5.0
460,250,视频问诊,100.0,15分钟,6.67
461,250,私人医生,1000.0,30天,0.02
462,251,图文问诊,28.0,48小时,0.01
463,251,电话问诊,28.0,10分钟,2.8
464,252,图文问诊,49.0,48小时,0.02
465,252,电话问诊,49.0,10分钟,4.9
466,253,图文问诊,40.0,48小时,0.01
467,253,电话问诊,35.0,10分钟,3.5
468,254,图文问诊,49.0,48小时,0.02
469,254,电话问诊,49.0,10分钟,4.9
470,255,图文问诊,49.0,48小时,0.02
471,255,电话问诊,49.0,10分钟,4.9
472,256,电话问诊,50.0,10分钟,5.0
473,257,视频问诊,75.0,15分钟,5.0
474,257,私人医生,120.0,1个月,0.0
475,258,图文问诊,49.0,48小时,0.02
476,258,电话问诊,49.0,10分钟,4.9
477,259,图文问诊,69.0,48小时,0.02
478,260,图文问诊,49.0,48小时,0.02
479,260,电话问诊,49.0,10分钟,4.9
480,261,电话问诊,29.0,1015分钟,0.03
481,261,视频问诊,35.0,15分钟,2.33
482,261,私人医生,69.0,1个月,0.0
483,262,图文问诊,20.0,48小时,0.01
484,263,图文问诊,99.0,48小时,0.03
485,263,电话问诊,49.0,10分钟,4.9
486,264,图文问诊,49.0,48小时,0.02
487,264,电话问诊,49.0,10分钟,4.9
488,265,图文问诊,49.0,48小时,0.02
489,265,电话问诊,49.0,10分钟,4.9
490,266,电话问诊,35.0,10分钟,3.5
491,267,电话问诊,20.0,15分钟,1.33
492,267,视频问诊,50.0,15分钟,3.33
493,267,私人医生,48.0,1个月,0.0
494,268,电话问诊,49.0,10分钟,4.9
495,269,电话问诊,35.0,10分钟,3.5
496,270,图文问诊,15.0,48小时,0.01
497,271,电话问诊,59.0,15分钟,3.93
498,271,视频问诊,75.0,15分钟,5.0
499,271,私人医生,200.0,1个月,0.0
500,272,图文问诊,19.0,48小时,0.01
501,273,图文问诊,49.0,48小时,0.02
502,273,电话问诊,49.0,10分钟,4.9
503,274,图文问诊,20.0,48小时,0.01
504,274,电话问诊,30.0,15分钟,2.0
505,274,视频问诊,50.0,15分钟,3.33
506,275,图文问诊,30.0,48小时,0.01
507,276,私人医生,20.0,730天,0.0
508,277,图文问诊,19.0,48小时,0.01
509,277,电话问诊,19.0,10分钟,1.9
510,277,视频问诊,20.0,515分钟,0.04
511,277,私人医生,100.0,1个月,0.0
512,278,图文问诊,35.0,48小时,0.01
513,278,电话问诊,50.0,10分钟,5.0
514,279,图文问诊,19.0,48小时,0.01
515,279,电话问诊,19.0,10分钟,1.9
516,280,图文问诊,19.0,48小时,0.01
517,280,电话问诊,19.0,10分钟,1.9
518,281,门诊加号,0.0,,
519,282,图文问诊,19.0,48小时,0.01
520,282,电话问诊,19.0,10分钟,1.9
521,283,图文问诊,19.0,48小时,0.01
522,284,图文问诊,59.9,48小时,0.02
523,284,电话问诊,99.0,15分钟,6.6
524,285,图文问诊,19.0,48小时,0.01
525,285,电话问诊,19.0,10分钟,1.9
526,286,,,,
527,287,,,,
528,288,图文问诊,19.0,48小时,0.01
529,289,图文问诊,19.0,48小时,0.01
530,289,电话问诊,19.0,10分钟,1.9
531,290,,,,
532,291,图文问诊,19.0,48小时,0.01
533,291,电话问诊,19.0,10分钟,1.9
534,292,图文问诊,19.0,48小时,0.01
535,292,电话问诊,19.0,10分钟,1.9
536,293,图文问诊,10.0,48小时,0.0
537,294,,,,
538,295,,,,
539,296,,,,
540,297,,,,
541,298,,,,
542,299,,,,
543,300,,,,
544,301,,,,
545,302,,,,
546,303,,,,
547,304,,,,
548,305,,,,
549,306,,,,
550,307,,,,
551,308,,,,
552,309,,,,
553,310,,,,
554,311,,,,
555,312,,,,
556,313,,,,
557,314,,,,
558,315,,,,
559,316,,,,
560,317,,,,
561,318,,,,
562,319,,,,
563,1103,电话问诊,25.0,10分钟,2.5
564,1104,电话问诊,49.0,10分钟,4.9
565,1105,图文问诊,29.0,48小时,0.01
566,1105,电话问诊,30.0,15分钟,2.0
567,1106,电话问诊,49.0,10分钟,4.9
568,1107,图文问诊,20.0,48小时,0.01
569,1107,电话问诊,20.0,15分钟,1.33
570,1107,视频问诊,100.0,15分钟,6.67
571,1107,私人医生,100.0,1天,0.07
572,1108,电话问诊,49.0,1015分钟,0.05
573,1108,私人医生,49.0,1个月,0.0
574,1109,电话问诊,50.0,15分钟,3.33
575,1109,私人医生,599.0,100天,0.0
576,1110,电话问诊,25.0,10分钟,2.5
577,1111,图文问诊,29.0,48小时,0.01
578,1111,电话问诊,20.0,15分钟,1.33
579,1112,图文问诊,20.0,48小时,0.01
580,1112,门诊加号,0.0,,
581,1112,私人医生,120.0,1个月,0.0
582,1113,电话问诊,20.0,10分钟,2.0
583,1114,电话问诊,29.0,10分钟,2.9
584,1115,私人医生,100.0,180天,0.0
585,1116,图文问诊,29.0,48小时,0.01
586,1116,电话问诊,29.0,10分钟,2.9
587,1117,电话问诊,29.0,10分钟,2.9
588,1117,私人医生,30.0,1个月,0.0
589,1118,电话问诊,25.0,15分钟,1.67
590,1118,私人医生,100.0,1个月,0.0
591,1119,电话问诊,49.0,10分钟,4.9
